hs6,hs6_name
321000,Other_paints_and_varnishes_(including_enamels__lacquers_and_distempers);_prepared_water_pigments_of_a_kind_used_for_finishing_leather.
321290,Other
330119,Other
330125,Of_other_mints
330129,Other
330210,Of_a_kind_used_in_the_food_or_drink_industries
330491,Powders__whether_or_not_compressed
330499,Other
330790,Other
340119,Other
340120,Soap_in_other_forms
340220,Preparations_put_up_for_retail_sale
340290,Other
340319,Other
340490,Other
350300,Gelatin_(including_gelatin_in_rectangular_(including_square)_sheets__whether_or_not_surface-worked_or_coloured)_and_gelatin_derivatives;_isinglass;_other_glues_of_animal_origin__excluding_casein_glues_of_heading_35.01.
350400,Peptones_and_their_derivatives;_other_protein_substances_and_their_derivatives__not_elsewhere_specified_or_included;_hide_powder__whether_or_not_chromed.
350510,Dextrins_and_other_modified_starches
360300,Safety_fuses;_detonating_fuses;_percussion_or_detonating_caps;_igniters;_electric_detonators_.
360410,Fireworks
360500,Matches__other_than_pyrotechnic_articles_of_heading_36.04.
370110,For_X-ray
370120,Instant_print_film
370130,Other_plates_and_film__with_any_side_exceeding_255_mm
370254,Of_a_width_exceeding_16_mm_but_not_exceeding_35_mm_and_of_a_length_not_exceeding_30_m__other_than_for_slides
370310,In_rolls_of_a_width_exceeding_610_mm
380590,Other
380891,Insecticides
380892,Fungicides
380893,Herbicides__anti-sprouting_products_and_plant-growth_regulators
380991,Of_a_kind_used_in_the_textile_or_like_industries
381190,Other
381230,Anti-oxidising_preparations_and_other_compound_stabilisers_for_rubber_or_plastics
381512,With_precious_metal_or_precious_metal_compounds_as_the_active_substance
381519,Other
381590,Other
381600,Refractory_cements__mortars__concretes_and_similar_compositions__other_than_products_of_heading_38.01.
381800,Chemical_elements_doped_for_use_in_electronics__in_the_form_of_discs__wafers_or_similar_forms;_chemical_compounds_doped_for_use_in_electronics.
382430,Non-agglomerated_metal_carbides_mixed_together_or_with_metallic_binders
382478,Containing_perfluorocarbons_(PFCs)_or_hydrofluorocarbons_(HFCs)__but_not_containing_chlorofluorocarbons_(CFCs)_or_hydrochlorofluorocarbons_(HCFCs)
382490,Other
382590,Other
390110,Polyethylene_having_a_specific_gravity_of_less_than_0.94
390120,Polyethylene_having_a_specific_gravity_of_0.94_or_more
390130,Ethylene-vinyl_acetate_copolymers
390190,Other
390210,Polypropylene
390220,Polyisobutylene
390230,Propylene_copolymers
390290,Other
390311,Expansible
390319,Other
390320,Styrene-acrylonitrile_(SAN)_copolymers
390330,Acrylonitrile_-butadiene-styrene_(ABS)_copolymers
390390,Other
390410,Poly(vinyl_chloride)__not_mixed_with_any_other_substances
390421,Non-plasticised
390422,Plasticised
390430,Vinyl_chloride-vinyl_acetate_copolymers
390440,Other_vinyl_chloride_copolymers
390450,Vinylidene_chloride_polymers
390461,Polytetrafluoroethylene
390469,Other
390490,Other
390591,Copolymers
390610,Poly(methyl_methacrylate)
390690,Other
390720,Other_polyethers
390730,Epoxide_resins
390740,Polycarbonates
390750,Alkyd_resins
390799,Other
390890,Other
390930,Other_amino-resins
390940,Phenolic_resins
390950,Polyurethanes
391000,Silicones_in_primary_forms.
391110,Petroleum_resins__coumarone__indene_or_coumarone-indene_resins_and_polyterpenes
391190,Other
391400,Ion-exchangers_based_on_polymers_of_headings_39.01_to_39.13__in_primary_forms.
391710,Artificial_guts_(sausage_casings)_of_hardened_protein_or_of_cellulosic_materials
391732,Other__not_reinforced_or_otherwise_combined_with_other_materials__without_fittings
391739,Other
391910,In_rolls_of_a_width_not_exceeding_20_cm
391990,Other
392079,Of_other_cellulose_derivatives
392099,Of_other_plastics
392119,Of_other_plastics
392190,Other
392690,Other
400520,Solutions;_dispersions_other_than_those_of_subheading_4005.10
400599,Other
400912,With_fittings
400922,With_fittings
400931,Without_fittings
400932,With_fittings
400941,Without_fittings
400942,With_fittings
401110,Of_a_kind_used_on_motor_cars_(including_station_wagons_and_racing_cars)
401140,Of_a_kind_used_on_motorcycles
401161,Of_a_kind_used_on_agricultural_or_forestry_vehicles_and_machines
401162,Of_a_kind_used_on_construction_or_industrial_handling_vehicles_and_machines_and_having_a_rim_size_not_exceeding_61_cm
401163,Of_a_kind_used_on_construction_or_industrial_handling_vehicles_and_machines_and_having_a_rim_size_exceeding_61_cm
401169,Other
401192,Of_a_kind_used_on_agricultural_or_forestry_vehicles_and_machines
401193,Of_a_kind_used_on_construction_or_industrial_handling_vehicles_and_machines_and_having_a_rim_size_not_exceeding_61_cm
401194,Of_a_kind_used_on_construction_or_industrial_handling
401199,Other
401290,Other
401691,Floor_coverings_and_mats
401699,Other
410120,Whole_hides_and_skins__unsplit__of_a_weight_per_skin_not_exceeding_8_kg_when_simply_dried__10_kg_when_dry-salted__or_16_kg_when_fresh__wet-salted_or_otherwise_preserved
410150,Whole_hides_and_skins__of_a_weight_exceeding_16_kg
410190,Other__including_butts__bends_and_bellies
410221,Pickled
410229,Other
410320,Of_reptiles
410330,Of_swine
410390,Other
410411,Full_grains__unsplit;_grain_splits
410419,Other
410441,Full_grains__unsplit;_grain_splits
410449,Other
410530,In_the_dry_state_(crust)
